name,brand,price_raw,price_clean,old_price_clean,discount_percentage,rating_score,review_count,category,image,url,metadata_profile
Xenair Alpine Light Jacket,Rab,"182,56 €",182.56,219.95,17.0,4.0,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-5292-0611_pic1_1.jpg,https://www.bergfreunde.de/rab-xenair-alpine-light-jacket-kunstfaserjacke/,Brand: Rab. Product Name: Xenair Alpine Light Jacket. Category: jacken. Priced at 182.56 EUR with a 17.0% discount. This highly rated gear scored 4.0 out of 5 based on 2 customer reviews.
Kid's Houdini Jacket,Patagonia,"89,95 €",89.95,89.95,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_718-0064-0311_pic1_1.jpg,https://www.bergfreunde.de/patagonia-kids-houdini-jacket-windjacke/,Brand: Patagonia. Product Name: Kid's Houdini Jacket. Category: jacken. Priced at 89.95 EUR with a 0.0% discount. New release product with no customer feedback evaluations available yet.
Merino260 StadjanSt. Hoody,Stoic,"76,48 €",76.48,169.95,55.0,4.5,153,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-3489-1511_pic1_1.jpg,https://www.bergfreunde.de/stoic-merino260-stadjanst-hoody-merinohoodie/,Brand: Stoic. Product Name: Merino260 StadjanSt. Hoody. Category: jacken. Priced at 76.48 EUR with a 55.0% discount. This highly rated gear scored 4.5 out of 5 based on 153 customer reviews.
Seceda 3L Jacket,Ortovox,"ab 310,76 €",310.76,369.95,16.0,3.5,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3537-0411_pic1_1.jpg,https://www.bergfreunde.de/ortovox-seceda-3l-jacket-hardshelljacke/,Brand: Ortovox. Product Name: Seceda 3L Jacket. Category: jacken. Priced at 310.76 EUR with a 16.0% discount. This highly rated gear scored 3.5 out of 5 based on 2 customer reviews.
Full Zip Jacket 400,Woolpower,"168,44 €",168.44,215.95,22.0,4.7,78,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-0369-0711_pic1_1.jpg,https://www.bergfreunde.de/woolpower-full-zip-jacket-400-wolljacke/,Brand: Woolpower. Product Name: Full Zip Jacket 400. Category: jacken. Priced at 168.44 EUR with a 22.0% discount. This highly rated gear scored 4.7 out of 5 based on 78 customer reviews.
Halo Raincover,Halo,"89,95 €",89.95,89.95,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3954-0111_pic1_1.jpg,https://www.bergfreunde.de/halo-halo-raincover-regenjacke/,Brand: Halo. Product Name: Halo Raincover. Category: jacken. Priced at 89.95 EUR with a 0.0% discount. New release product with no customer feedback evaluations available yet.
Trollveggen Warm3 Jacket,Norrøna,"218,95 €",218.95,218.95,0.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-6809-0111_pic1_1.jpg,https://www.bergfreunde.de/norroena-trollveggen-warm3-jacket-fleecejacke/,Brand: Norrøna. Product Name: Trollveggen Warm3 Jacket. Category: jacken. Priced at 218.95 EUR with a 0.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Kid's Junior Hooded Hillpack,Regatta,"47,97 €",47.97,79.95,40.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-7788-0511_pic1_1.jpg,https://www.bergfreunde.de/regatta-kids-junior-hooded-hillpack-kunstfaserjacke/,Brand: Regatta. Product Name: Kid's Junior Hooded Hillpack. Category: jacken. Priced at 47.97 EUR with a 40.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Kid's King II,Regatta,"20,97 €",20.97,34.95,40.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-7791-0211_pic1_1.jpg,https://www.bergfreunde.de/regatta-kids-king-ii-fleecejacke/,Brand: Regatta. Product Name: Kid's King II. Category: jacken. Priced at 20.97 EUR with a 40.0% discount. New release product with no customer feedback evaluations available yet.
Women's Treeline Shell Parka,Peak Performance,"265,95 €",265.95,265.95,0.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-5115-0111_pic1_1.jpg,https://www.bergfreunde.de/peak-performance-womens-treeline-shell-parka-regenjacke/,Brand: Peak Performance. Product Name: Women's Treeline Shell Parka. Category: jacken. Priced at 265.95 EUR with a 0.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Women's Falketind Thermo40 Hood,Norrøna,"248,95 €",248.95,248.95,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-5002-0211_pic1_1.jpg,https://www.bergfreunde.de/norroena-womens-falketind-thermo40-hood-kunstfaserjacke/,Brand: Norrøna. Product Name: Women's Falketind Thermo40 Hood. Category: jacken. Priced at 248.95 EUR with a 0.0% discount. New release product with no customer feedback evaluations available yet.
Women's Wisper Insulated Jacket,Jack Wolfskin,"119,98 €",119.98,239.95,50.0,5.0,4,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-6524-0111_pic1_1.jpg,https://www.bergfreunde.de/jack-wolfskin-womens-wisper-insulated-jacket-kunstfaserjacke/,Brand: Jack Wolfskin. Product Name: Women's Wisper Insulated Jacket. Category: jacken. Priced at 119.98 EUR with a 50.0% discount. This highly rated gear scored 5.0 out of 5 based on 4 customer reviews.
Kid's Micro D Snap-T Jacket,Patagonia,"89,95 €",89.95,89.95,0.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-4106-2211_pic1_1.jpg,https://www.bergfreunde.de/patagonia-kids-micro-d-snap-t-jacket-fleecejacke/,Brand: Patagonia. Product Name: Kid's Micro D Snap-T Jacket. Category: jacken. Priced at 89.95 EUR with a 0.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
DalslandSt. Wind Jacket,Stoic,"53,97 €",53.97,89.95,40.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_018-0417-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-dalslandst-wind-jacket-windjacke/,Brand: Stoic. Product Name: DalslandSt. Wind Jacket. Category: jacken. Priced at 53.97 EUR with a 40.0% discount. New release product with no customer feedback evaluations available yet.
Women's Trace 2.5L Jacket,Ortovox,"258,06 €",258.06,289.95,11.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-5289-0211_pic1_1.jpg,https://www.bergfreunde.de/ortovox-womens-trace-25l-jacket-regenjacke/,Brand: Ortovox. Product Name: Women's Trace 2.5L Jacket. Category: jacken. Priced at 258.06 EUR with a 11.0% discount. New release product with no customer feedback evaluations available yet.
Girl's Bryggen 3in1 Jacket,Trollkids,"ab 83,56 €",83.56,109.95,24.0,4.7,14,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-2231-1611_pic1_1.jpg,https://www.bergfreunde.de/trollkids-girls-bryggen-3in1-jacket-doppeljacke/,Brand: Trollkids. Product Name: Girl's Bryggen 3in1 Jacket. Category: jacken. Priced at 83.56 EUR with a 24.0% discount. This highly rated gear scored 4.7 out of 5 based on 14 customer reviews.
Roc Sight GTX Jacket,Haglöfs,"350,18 €",350.18,448.95,22.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3539-0211_pic1_1.jpg,https://www.bergfreunde.de/hagloefs-roc-sight-gtx-jacket-regenjacke/,Brand: Haglöfs. Product Name: Roc Sight GTX Jacket. Category: jacken. Priced at 350.18 EUR with a 22.0% discount. New release product with no customer feedback evaluations available yet.
Women's NybroSt. Windbreaker with Hood,Stoic,"77,97 €",77.97,119.95,35.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_118-0481-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-nybrost-windbreaker-with-hood-windjacke/,Brand: Stoic. Product Name: Women's NybroSt. Windbreaker with Hood. Category: jacken. Priced at 77.97 EUR with a 35.0% discount. New release product with no customer feedback evaluations available yet.
Women's Vardag Anorak,Fjällräven,"176,36 €",176.36,209.95,16.0,4.8,18,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_103-1221-0911_pic1_1.jpg,https://www.bergfreunde.de/fjaellraeven-womens-vardag-anorak-freizeitjacke/,Brand: Fjällräven. Product Name: Women's Vardag Anorak. Category: jacken. Priced at 176.36 EUR with a 16.0% discount. This highly rated gear scored 4.8 out of 5 based on 18 customer reviews.
Women's TNF Cyclone Wind Jacket,The North Face,"ab 97,71 €",97.71,114.95,15.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_118-0300-0211_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-womens-tnf-cyclone-wind-jacket-windjacke/,Brand: The North Face. Product Name: Women's TNF Cyclone Wind Jacket. Category: jacken. Priced at 97.71 EUR with a 15.0% discount. New release product with no customer feedback evaluations available yet.
Women's Fast Trek II Jacket,Columbia,"46,76 €",46.76,59.95,22.0,4.7,23,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-2789-0511_pic1_1.jpg,https://www.bergfreunde.de/columbia-womens-fast-trek-ii-jacket-fleecejacke-bf/,Brand: Columbia. Product Name: Women's Fast Trek II Jacket. Category: jacken. Priced at 46.76 EUR with a 22.0% discount. This highly rated gear scored 4.7 out of 5 based on 23 customer reviews.
Women's Naturerush Pile Long Full Zip,Peak Performance,"156,35 €",156.35,156.35,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-7132-0211_pic1_1.jpg,https://www.bergfreunde.de/peak-performance-womens-naturerush-pile-long-full-zip-fleecejacke/,Brand: Peak Performance. Product Name: Women's Naturerush Pile Long Full Zip. Category: jacken. Priced at 156.35 EUR with a 0.0% discount. New release product with no customer feedback evaluations available yet.
Women's DalslandSt. Wind Jacket,Stoic,"53,97 €",53.97,89.95,40.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_118-0482-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-dalslandst-wind-jacket-windjacke/,Brand: Stoic. Product Name: Women's DalslandSt. Wind Jacket. Category: jacken. Priced at 53.97 EUR with a 40.0% discount. New release product with no customer feedback evaluations available yet.
CrownHe. Knit Jacket,Heber Peak,"29,98 €",29.98,59.95,49.99,4.5,4,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-6688-0111_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-crownhe-knit-jacket-fleecejacke/,Brand: Heber Peak. Product Name: CrownHe. Knit Jacket. Category: jacken. Priced at 29.98 EUR with a 49.99% discount. This highly rated gear scored 4.5 out of 5 based on 4 customer reviews.
Lumiko Hooded Jacket,Mountain Equipment,"77,96 €",77.96,99.95,22.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-7031-0211_pic1_1.jpg,https://www.bergfreunde.de/mountain-equipment-lumiko-hooded-jacket-fleecejacke-bf/,Brand: Mountain Equipment. Product Name: Lumiko Hooded Jacket. Category: jacken. Priced at 77.96 EUR with a 22.0% discount. New release product with no customer feedback evaluations available yet.
Kid's Jacket Fix Hood WP,CMP,"38,96 €",38.96,49.95,22.0,5.0,4,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-4491-0711_pic1_1.jpg,https://www.bergfreunde.de/cmp-kids-jacket-fix-hood-wp-regenjacke/,Brand: CMP. Product Name: Kid's Jacket Fix Hood WP. Category: jacken. Priced at 38.96 EUR with a 22.0% discount. This highly rated gear scored 5.0 out of 5 based on 4 customer reviews.
Girls Oppdal Jacket XT,Trollkids,"ab 28,84 €",28.84,37.95,24.01,4.8,9,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-2388-1311_pic1_1.jpg,https://www.bergfreunde.de/trollkids-girls-oppdal-jacket-xt-fleecejacke/,Brand: Trollkids. Product Name: Girls Oppdal Jacket XT. Category: jacken. Priced at 28.84 EUR with a 24.01% discount. This highly rated gear scored 4.8 out of 5 based on 9 customer reviews.
Softshell Jacket Style Mirusha,Schöffel,"116,96 €",116.96,149.95,22.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_003-3177-0111_pic1_1.jpg,https://www.bergfreunde.de/schoeffel-softshell-jacket-style-mirusha-softshelljacke/,Brand: Schöffel. Product Name: Softshell Jacket Style Mirusha. Category: jacken. Priced at 116.96 EUR with a 22.0% discount. New release product with no customer feedback evaluations available yet.
Women's SylvaHe. Loose Coat,Heber Peak,"89,98 €",89.98,199.95,55.0,4.5,35,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4118-0411_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-womens-sylvahe-loose-coat-mantel/,Brand: Heber Peak. Product Name: Women's SylvaHe. Loose Coat. Category: jacken. Priced at 89.98 EUR with a 55.0% discount. This highly rated gear scored 4.5 out of 5 based on 35 customer reviews.
Storm Racer Jacket,Patagonia,"299,95 €",299.95,299.95,0.0,4.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_028-0525-0711_pic1_1.jpg,https://www.bergfreunde.de/patagonia-storm-racer-jacket-laufjacke/,Brand: Patagonia. Product Name: Storm Racer Jacket. Category: jacken. Priced at 299.95 EUR with a 0.0% discount. This highly rated gear scored 4.0 out of 5 based on 1 customer reviews.
Falketind Warm1 Active Jacket,Norrøna,"168,95 €",168.95,168.95,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-7091-0311_pic1_1.jpg,https://www.bergfreunde.de/norroena-falketind-warm1-active-jacket-fleecejacke/,Brand: Norrøna. Product Name: Falketind Warm1 Active Jacket. Category: jacken. Priced at 168.95 EUR with a 0.0% discount. New release product with no customer feedback evaluations available yet.
Seek Out Water Resistant Jacket,Passenger,"113,95 €",113.95,113.95,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_003-3234-0311_pic1_1.jpg,https://www.bergfreunde.de/passenger-seek-out-water-resistant-jacket-freizeitjacke/,Brand: Passenger. Product Name: Seek Out Water Resistant Jacket. Category: jacken. Priced at 113.95 EUR with a 0.0% discount. New release product with no customer feedback evaluations available yet.
Firewall Alpine Jacket,Rab,"257,36 €",257.36,329.95,22.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3520-0311_pic1_1.jpg,https://www.bergfreunde.de/rab-firewall-alpine-jacket-regenjacke/,Brand: Rab. Product Name: Firewall Alpine Jacket. Category: jacken. Priced at 257.36 EUR with a 22.0% discount. New release product with no customer feedback evaluations available yet.
Nomader Hoody Jacket,Patagonia,"ab 113,97 €",113.97,199.95,43.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_003-3116-0411_pic1_1.jpg,https://www.bergfreunde.de/patagonia-nomader-hoody-jacket-freizeitjacke/,Brand: Patagonia. Product Name: Nomader Hoody Jacket. Category: jacken. Priced at 113.97 EUR with a 43.0% discount. New release product with no customer feedback evaluations available yet.
Lightning Zip-In Jacket,The North Face,"144,26 €",144.26,184.95,22.0,4.5,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3002-0911_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-lightning-zip-in-jacket-regenjacke/,Brand: The North Face. Product Name: Lightning Zip-In Jacket. Category: jacken. Priced at 144.26 EUR with a 22.0% discount. This highly rated gear scored 4.5 out of 5 based on 2 customer reviews.
Women's Kinthar Jacket with Hood,ENDURANCE,"40,48 €",40.48,89.95,55.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_128-0351-0411_pic1_1.jpg,https://www.bergfreunde.de/endurance-womens-kinthar-jacket-with-hood-laufjacke/,Brand: ENDURANCE. Product Name: Women's Kinthar Jacket with Hood. Category: jacken. Priced at 40.48 EUR with a 55.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Granite Crest Jacket,Patagonia,"299,95 €",299.95,299.95,0.0,4.1,15,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-2353-2611_pic1_1.jpg,https://www.bergfreunde.de/patagonia-granite-crest-jacket-regenjacke/,Brand: Patagonia. Product Name: Granite Crest Jacket. Category: jacken. Priced at 299.95 EUR with a 0.0% discount. This highly rated gear scored 4.1 out of 5 based on 15 customer reviews.
Women's SmoegenHe. PerformancePuff Jacket,Heber Peak,"53,98 €",53.98,119.95,55.0,4.5,4,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-6195-0311_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-womens-smoegenhe-performancepuff-jacket-kunstfaserjacke/,Brand: Heber Peak. Product Name: Women's SmoegenHe. PerformancePuff Jacket. Category: jacken. Priced at 53.98 EUR with a 55.0% discount. This highly rated gear scored 4.5 out of 5 based on 4 customer reviews.
Mille GT Wind Jacket S11,ASSOS,"154,95 €",154.95,154.95,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_051-1440-0511_pic1_1.jpg,https://www.bergfreunde.de/assos-mille-gt-wind-jacket-s11-fahrradjacke/,Brand: ASSOS. Product Name: Mille GT Wind Jacket S11. Category: jacken. Priced at 154.95 EUR with a 0.0% discount. New release product with no customer feedback evaluations available yet.
Women's Windbreaker Jacket,Ortovox,"113,87 €",113.87,169.95,33.0,4.6,16,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_118-0236-0111_pic1_1.jpg,https://www.bergfreunde.de/ortovox-womens-windbreaker-jacket-windjacke/,Brand: Ortovox. Product Name: Women's Windbreaker Jacket. Category: jacken. Priced at 113.87 EUR with a 33.0% discount. This highly rated gear scored 4.6 out of 5 based on 16 customer reviews.
Women's ClimaProtect Jacket Fix Hood,CMP,"ab 62,36 €",62.36,79.95,22.0,5.0,3,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-5356-0711_pic1_1.jpg,https://www.bergfreunde.de/cmp-womens-climaprotect-jacket-fix-hood-parka/,Brand: CMP. Product Name: Women's ClimaProtect Jacket Fix Hood. Category: jacken. Priced at 62.36 EUR with a 22.0% discount. This highly rated gear scored 5.0 out of 5 based on 3 customer reviews.
Women's LofsdalenSt. MTB Pant,Stoic,"65,97 €",65.97,119.95,45.0,5.0,1,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_155-2325-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-lofsdalenst-mtb-pant-radhose/,Brand: Stoic. Product Name: Women's LofsdalenSt. MTB Pant. Category: hosen. Priced at 65.97 EUR with a 45.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
LofsdalenSt. MTB Pant,Stoic,"65,97 €",65.97,119.95,45.0,0.0,0,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_055-3543-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-lofsdalenst-mtb-pant-radhose/,Brand: Stoic. Product Name: LofsdalenSt. MTB Pant. Category: hosen. Priced at 65.97 EUR with a 45.0% discount. New release product with no customer feedback evaluations available yet.
Hemp53 ValenSt. Shorts,Stoic,"ab 45,58 €",45.58,94.95,52.0,4.8,26,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_012-3028-0611_pic1_1.jpg,https://www.bergfreunde.de/stoic-hemp53-valenst-shorts-shorts/,Brand: Stoic. Product Name: Hemp53 ValenSt. Shorts. Category: hosen. Priced at 45.58 EUR with a 52.0% discount. This highly rated gear scored 4.8 out of 5 based on 26 customer reviews.
Women's Hemp53 MMXX.Ljungby Shorts,Stoic,"35,97 €",35.97,59.95,40.0,0.0,0,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_112-4348-0311_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-hemp53-mmxxljungby-shorts-shorts/,Brand: Stoic. Product Name: Women's Hemp53 MMXX.Ljungby Shorts. Category: hosen. Priced at 35.97 EUR with a 40.0% discount. New release product with no customer feedback evaluations available yet.
Women's Hemp55 MMXX. Selja Cord Shorts,Stoic,"52,46 €",52.46,69.95,25.0,4.5,6,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_112-4349-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-hemp55-mmxx-selja-cord-shorts-shorts/,Brand: Stoic. Product Name: Women's Hemp55 MMXX. Selja Cord Shorts. Category: hosen. Priced at 52.46 EUR with a 25.0% discount. This highly rated gear scored 4.5 out of 5 based on 6 customer reviews.
Women's Matoso Shorts II,Vaude,"ab 47,98 €",47.98,119.95,60.0,4.0,3,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_112-3333-0311_pic1_1.jpg,https://www.bergfreunde.de/vaude-womens-matoso-shorts-ii-shorts/,Brand: Vaude. Product Name: Women's Matoso Shorts II. Category: hosen. Priced at 47.98 EUR with a 60.0% discount. This highly rated gear scored 4.0 out of 5 based on 3 customer reviews.
Women's Baggies Shorts,Patagonia,"64,95 €",64.95,64.95,0.0,4.9,7,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_112-1963-2211_pic1_1.jpg,https://www.bergfreunde.de/patagonia-womens-baggies-shorts-shorts/,Brand: Patagonia. Product Name: Women's Baggies Shorts. Category: hosen. Priced at 64.95 EUR with a 0.0% discount. This highly rated gear scored 4.9 out of 5 based on 7 customer reviews.
Women's On The Seashore Linen Cargo Trousers,Roxy,"ab 54,55 €",54.55,54.55,0.0,4.7,11,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_107-1588-0111_pic1_1.jpg,https://www.bergfreunde.de/roxy-womens-on-the-seashore-linen-cargo-trousers-freizeithose/,Brand: Roxy. Product Name: Women's On The Seashore Linen Cargo Trousers. Category: hosen. Priced at 54.55 EUR with a 0.0% discount. This highly rated gear scored 4.7 out of 5 based on 11 customer reviews.
Baggies Shorts,Patagonia,"64,95 €",64.95,64.95,0.0,4.9,8,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_012-1977-2311_pic1_1.jpg,https://www.bergfreunde.de/patagonia-baggies-shorts-shorts/,Brand: Patagonia. Product Name: Baggies Shorts. Category: hosen. Priced at 64.95 EUR with a 0.0% discount. This highly rated gear scored 4.9 out of 5 based on 8 customer reviews.
Women's HoforsSt. Softshell Zip-Off Pants Light,Stoic,"89,98 €",89.98,179.95,50.0,4.2,11,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_110-1578-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-hoforsst-softshell-zip-off-pants-light-zip-off-hose/,Brand: Stoic. Product Name: Women's HoforsSt. Softshell Zip-Off Pants Light. Category: hosen. Priced at 89.98 EUR with a 50.0% discount. This highly rated gear scored 4.2 out of 5 based on 11 customer reviews.
Exploration Tapered Convertible Pants,The North Face,"ab 109,20 €",109.2,109.2,0.0,5.0,1,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_010-1621-0211_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-exploration-tapered-convertible-pants-trekkinghose/,Brand: The North Face. Product Name: Exploration Tapered Convertible Pants. Category: hosen. Priced at 109.2 EUR with a 0.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Runbold IV Zip Off Pants,Mammut,"ab 88,17 €",88.17,139.95,37.0,4.6,11,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_010-1424-0211_pic1_1.jpg,https://www.bergfreunde.de/mammut-runbold-iv-zip-off-pants-zip-off-hose/,Brand: Mammut. Product Name: Runbold IV Zip Off Pants. Category: hosen. Priced at 88.17 EUR with a 37.0% discount. This highly rated gear scored 4.6 out of 5 based on 11 customer reviews.
Baggies Lights 6'',Patagonia,"ab 42,72 €",42.72,74.95,43.0,4.6,5,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_012-3326-0711_pic1_1.jpg,https://www.bergfreunde.de/patagonia-baggies-lights-6-shorts/,Brand: Patagonia. Product Name: Baggies Lights 6''. Category: hosen. Priced at 42.72 EUR with a 43.0% discount. This highly rated gear scored 4.6 out of 5 based on 5 customer reviews.
Women's Nikka Shorts Curved,Fjällräven,"129,95 €",129.95,129.95,0.0,4.7,20,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_112-0762-0611_pic1_1.jpg,https://www.bergfreunde.de/fjaellraeven-womens-nikka-shorts-curved-shorts-bf/,Brand: Fjällräven. Product Name: Women's Nikka Shorts Curved. Category: hosen. Priced at 129.95 EUR with a 0.0% discount. This highly rated gear scored 4.7 out of 5 based on 20 customer reviews.
Kid's Nordfjord Zip-Off Pants Slim Fit,Trollkids,"ab 37,96 €",37.96,49.95,24.0,4.9,24,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_701-1741-0911_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-nordfjord-zip-off-pants-slim-fit-trekkinghose/,Brand: Trollkids. Product Name: Kid's Nordfjord Zip-Off Pants Slim Fit. Category: hosen. Priced at 37.96 EUR with a 24.0% discount. This highly rated gear scored 4.9 out of 5 based on 24 customer reviews.
Women's N Cleo2,E9,"ab 73,55 €",73.55,79.95,8.01,4.7,18,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_112-3763-0511_pic1_1.jpg,https://www.bergfreunde.de/e9-womens-n-cleo2-3-4-hose/,Brand: E9. Product Name: Women's N Cleo2. Category: hosen. Priced at 73.55 EUR with a 8.01% discount. This highly rated gear scored 4.7 out of 5 based on 18 customer reviews.
Kid's Nordfjord Zip-Off Pants,Trollkids,"ab 37,96 €",37.96,49.95,24.0,4.9,31,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_701-1740-0711_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-nordfjord-zip-off-pants-trekkinghose/,Brand: Trollkids. Product Name: Kid's Nordfjord Zip-Off Pants. Category: hosen. Priced at 37.96 EUR with a 24.0% discount. This highly rated gear scored 4.9 out of 5 based on 31 customer reviews.
Makke Pant,Lundhags,"ab 104,98 €",104.98,249.95,58.0,4.8,323,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_008-0263-1911_pic1_1.jpg,https://www.bergfreunde.de/lundhags-makke-pant-trekkinghose/,Brand: Lundhags. Product Name: Makke Pant. Category: hosen. Priced at 104.98 EUR with a 58.0% discount. This highly rated gear scored 4.8 out of 5 based on 323 customer reviews.
Women's Nicole,Maier Sports,"ab 59,97 €",59.97,99.95,40.0,4.4,23,hosen,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_110-0821-0411_pic1_1.jpg,https://www.bergfreunde.de/maier-sports-womens-nicole-zip-off-hose/,Brand: Maier Sports. Product Name: Women's Nicole. Category: hosen. Priced at 59.97 EUR with a 40.0% discount. This highly rated gear scored 4.4 out of 5 based on 23 customer reviews.
